pl_name,hostname,st_met,pl_bmassj,pl_bmasse,log_mass,is_giant,planet_type,met_group,pl_orbper,st_teff,st_mass,discoverymethod
GJ 3090 c,GJ 3090,0.12,0.03146352,10.0,-1.502192692041401,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),15.9407,3707.0,0.519,Radial Velocity
GJ 3138 b,GJ 3138,-0.3,0.00560048,1.78,-2.2517747493477698,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),1.22003,3717.0,0.681,Radial Velocity
GJ 3138 c,GJ 3138,-0.3,0.01315168,4.18,-1.8810187667082918,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),5.974,3717.0,0.681,Radial Velocity
GJ 3138 d,GJ 3138,-0.3,0.03303653,10.5,-1.4810055751831803,0,Neptunian / Sub-Neptune,Metal-poor ([Fe/H] < -0.15),257.8,3717.0,0.681,Radial Velocity
GJ 317 b,GJ 317,-0.02,1.688,536.49435102,0.22737244228963624,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),695.69,3496.0,0.402,Radial Velocity
GJ 317 c,GJ 317,-0.02,1.43,454.49462201,0.1553360374650618,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6500.0,3496.0,0.402,Radial Velocity
GJ 328 b,GJ 328,-0.06,2.51,797.74930157,0.3996737214810381,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3771.0,3897.0,0.65,Radial Velocity
GJ 328 c,GJ 328,-0.06,0.06733193,21.4,-1.1717789367523568,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),241.8,3897.0,0.65,Radial Velocity
GJ 3293 b,GJ 3293,0.02,0.07406475,23.54,-1.1303884387537972,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),30.5987,3466.0,0.42,Radial Velocity
GJ 3293 c,GJ 3293,0.02,0.06635623,21.09,-1.1781182961966048,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),122.6196,3466.0,0.42,Radial Velocity
GJ 3293 d,GJ 3293,0.02,0.02391215,7.6,-1.6213813736475997,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),48.1345,3466.0,0.42,Radial Velocity
GJ 3293 e,GJ 3293,0.02,0.01031998,3.28,-1.9863211443655957,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),13.2543,3466.0,0.42,Radial Velocity
GJ 3323 b,GJ 3323,-0.27,0.0063556,2.02,-2.1968434436325706,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),5.3636,3159.0,0.164,Radial Velocity
GJ 3323 c,GJ 3323,-0.27,0.00726804,2.31,-2.1385826911973176,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),40.54,3159.0,0.164,Radial Velocity
GJ 3341 b,GJ 3341,-0.09,0.0208,6.6,-1.6819366650372385,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),14.207,3526.0,0.47,Radial Velocity
GJ 3378 b,GJ 3378,-0.09,0.00723661,2.3,-2.140464832018397,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),21.45,3340.0,0.262,Radial Velocity
GJ 338 B b,GJ 338 B,-0.03,0.03335133,10.6,-1.4768868424027952,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),24.422,4014.0,0.64,Radial Velocity
GJ 341 b,GJ 341,-0.16,0.01258541,4.0,-1.9001326316978855,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),7.57686,3770.0,0.48,Transit
GJ 3470 b,GJ 3470,0.2,0.04373407,13.9,-1.3591801042629363,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),3.3366496,3600.0,0.539,Radial Velocity
GJ 3473 b,GJ 3473,0.11,0.00585219,1.86,-2.232681582305434,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1.1980035,3347.0,0.36,Transit
GJ 3473 c,GJ 3473,0.11,0.02331435,7.41,-1.6323766880948984,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),15.509,3347.0,0.36,Radial Velocity
GJ 3512 b,GJ 3512,-0.07,0.461,146.51889563,-0.33629907461035186,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),203.109,3141.0,0.123,Radial Velocity
GJ 3512 c,GJ 3512,-0.07,0.453,143.97626837,-0.34390179798716813,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2354.0,3141.0,0.123,Radial Velocity
GJ 357 c,GJ 357,-0.12,0.01069754,3.4,-1.970716080936874,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),9.1247,3505.0,0.342,Radial Velocity
GJ 357 d,GJ 357,-0.12,0.01919265,6.1,-1.7168650564828591,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),55.661,3505.0,0.342,Radial Velocity
GJ 367 c,GJ 367,-0.01,0.01299443,4.13,-1.8862427660501515,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),11.5301,3522.0,0.455,Radial Velocity
GJ 367 d,GJ 367,-0.01,0.0189725,6.03,-1.721875438501529,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),34.369,3522.0,0.455,Radial Velocity
GJ 3779 b,GJ 3779,0.0,0.02517069,8.0,-1.5991048790449958,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.0232,3324.0,0.27,Radial Velocity
GJ 3929 b,GJ 3929,-0.02,0.00550612,1.75,-2.2591543278555246,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.616235,3384.0,0.313,Transit
GJ 3929 c,GJ 3929,-0.02,0.01796567,5.71,-1.745556581861667,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),15.04,3384.0,0.313,Radial Velocity
GJ 393 b,GJ 393,-0.09,0.00538026,1.71,-2.269196736631582,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),7.02679,3579.0,0.426,Radial Velocity
GJ 3942 b,GJ 3942,-0.04,0.02246484,7.14,-1.6484966702098187,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.905,3867.0,0.63,Radial Velocity
GJ 3988 b,GJ 3988,-0.12,0.01161004,3.69,-1.935166283986719,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.9442,3273.0,0.1842,Radial Velocity
GJ 3998 b,GJ 3998,-0.13,0.00786588,2.5,-2.1042526833693636,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.65033,3726.0,0.52,Radial Velocity
GJ 3998 c,GJ 3998,-0.13,0.02145812,6.82,-1.6684083303379889,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),13.727,3726.0,0.52,Radial Velocity
GJ 3998 d,GJ 3998,-0.13,0.01909836,6.07,-1.719003924560128,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),41.78,3726.0,0.52,Radial Velocity
GJ 411 b,GJ 411,-0.3621,0.00846369,2.69,-2.0724402519434517,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),12.9394,3719.0,0.3899,Radial Velocity
GJ 414 A b,GJ 414 A,0.24,0.02391215,7.6,-1.6213813736475997,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),50.8,4120.0,0.65,Radial Velocity
GJ 414 A c,GJ 414 A,0.24,0.16936727,53.83,-0.771170512728847,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),749.83,4120.0,0.65,Radial Velocity
GJ 4274 b,GJ 4274,-0.19,0.00934467,2.97,-2.0294360307976764,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),1.6339,3228.0,0.18,Radial Velocity
GJ 4274 c,GJ 4274,-0.19,0.02639789,8.39,-1.5784307851748094,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),69.57,3228.0,0.18,Radial Velocity
GJ 4276 b,GJ 4276,0.12,0.05213479,16.57,-1.2828723714666,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),13.352,3387.0,0.406,Radial Velocity
GJ 463 b,GJ 463,-0.16,1.649,524.09904314,0.21722065564451878,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),3459.0,3563.0,0.486,Radial Velocity
GJ 480 b,GJ 480,0.26,0.0276879,8.8,-1.5577099822463838,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),9.5536,3509.0,0.45,Radial Velocity
GJ 486 b,GJ 486,-0.15,0.00871539,2.77,-2.0597131741238957,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1.46712127,3317.0,0.312,Radial Velocity
GJ 504 b,GJ 504,0.28,4.0,1271.3,0.6020599913279624,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),,6234.0,1.22,Imaging
GJ 508.2 b,GJ 508.2,-0.15,1.85,587.98255295,0.26717172840301384,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),5300.0,3720.0,0.54,Radial Velocity
GJ 514 b,GJ 514,-0.14,0.01636103,5.2,-1.7861893590243803,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),140.43,3728.0,0.51,Radial Velocity
GJ 536 b,GJ 536,-0.08,0.02004226,6.37,-1.6980533082444682,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),8.70874,3641.0,0.528,Radial Velocity
GJ 536 c,GJ 536,-0.08,0.01853201,5.89,-1.732077474120531,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),32.761,3641.0,0.528,Radial Velocity
GJ 581 b,GJ 581,-0.08,0.06450021,20.5,-1.190438871385,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),5.3686,3500.0,0.295,Radial Velocity
GJ 581 c,GJ 581,-0.08,0.02142666,6.81,-1.6690455217542266,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),12.9211,3500.0,0.295,Radial Velocity
GJ 581 e,GJ 581,-0.08,0.00780295,2.48,-2.1077411759620333,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.1481,3500.0,0.295,Radial Velocity
GJ 625 b,GJ 625,-0.38,0.00887267,2.82,-2.0519456708358637,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),14.628,3499.0,0.3,Radial Velocity
GJ 649 b,GJ 649,-0.15,0.258,81.99972901,-0.5883802940367698,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),600.1,3734.0,0.51,Radial Velocity
GJ 667 C c,GJ 667 C,-0.55,0.012,3.8,-1.9208187539523751,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),28.14,3350.0,0.33,Radial Velocity
GJ 667 C e,GJ 667 C,-0.55,0.008,2.7,-2.0969100130080562,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),62.24,3350.0,0.33,Radial Velocity
GJ 667 C f,GJ 667 C,-0.55,0.008,2.7,-2.0969100130080562,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),39.026,3350.0,0.33,Radial Velocity
GJ 667 C g,GJ 667 C,-0.55,0.014,4.6,-1.853871964321762,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),256.2,3350.0,0.33,Radial Velocity
GJ 674 b,GJ 674,-0.28,0.035,11.09,-1.4559319556497243,0,Neptunian / Sub-Neptune,Metal-poor ([Fe/H] < -0.15),4.6938,3600.0,0.35,Radial Velocity
GJ 685 b,GJ 685,-0.15,0.02831702,9.0,-1.5479524524530475,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),24.16,3816.0,0.55,Radial Velocity
GJ 720 A b,GJ 720 A,-0.14,0.04291624,13.64,-1.3673783346740078,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),19.466,3837.0,0.57,Radial Velocity
GJ 724 b,GJ 724,-0.02,0.03382328,10.75,-1.4707842791501957,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),5.101284,3799.0,0.5271,Radial Velocity
GJ 740 b,GJ 740,0.08,0.00931315,2.96,-2.0309034021296197,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.37756,3913.0,0.58,Radial Velocity
GJ 806 b,GJ 806,-0.28,0.00597807,1.9,-2.2234390039110328,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),0.9263237,3600.0,0.413,Transit
GJ 806 c,GJ 806,-0.28,0.01824884,5.8,-1.738764736556015,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),6.64064,3600.0,0.413,Radial Velocity
GJ 849 b,GJ 849,0.09,0.893,283.82076745,-0.049148541111453566,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1925.31,3467.0,0.45,Radial Velocity
GJ 849 c,GJ 849,0.09,0.99,314.65012293,-0.004364805402450088,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),5990.0,3467.0,0.45,Radial Velocity
GJ 86 b,GJ 86,-0.22,4.42,1404.8086,0.6454222693490919,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),15.76491,5182.0,0.93,Radial Velocity
GJ 887 b,GJ 887,-0.06,0.01227077,3.9,-1.9111281841141767,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),9.2619,3688.0,0.495,Radial Velocity
GJ 887 c,GJ 887,-0.06,0.02045129,6.5,-1.6892792929274345,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),21.784,3688.0,0.495,Radial Velocity
GJ 887 d,GJ 887,-0.06,0.01919275,6.1,-1.7168627936720928,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),50.77,3688.0,0.495,Radial Velocity
GJ 887 e,GJ 887,-0.06,0.00459367,1.46,-2.337840206861218,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),4.4249,3688.0,0.495,Radial Velocity
GJ 900 b,GJ 900 A,-0.63,11.0,3496.112477,1.0413926851582251,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),,,1.08,Imaging
GJ 9066 c,GJ 9066,-0.13,0.21,66.74396547,-0.6777807052660807,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),771.36,3154.0,0.15,Radial Velocity
GJ 96 b,GJ 96,0.14,0.06185697,19.66,-1.2086113572799615,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),73.94,3785.0,0.6,Radial Velocity
GJ 9689 b,GJ 9689,0.05,0.0303623,9.65,-1.5176653329256342,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),18.27,3836.0,0.59,Radial Velocity
GJ 9773 b,GJ 9773,-0.2,0.543,172.580825,-0.265200170411153,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),2965.0,3528.0,0.358,Radial Velocity
GJ 9827 b,GJ 9827,-0.29,0.01346639,4.28,-1.8707488120873452,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),1.208974,4236.0,0.62,Transit
GJ 9827 c,GJ 9827,-0.29,0.00585221,1.86,-2.2326800980961385,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),3.648103,4236.0,0.62,Transit
GJ 9827 d,GJ 9827,-0.29,0.00950198,3.02,-2.022185888029503,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),6.20183,4236.0,0.62,Transit
GPX-1 b,GPX-1,0.35,19.7,6261.2196179,1.294466226161593,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1.744579,7000.0,1.68,Transit
GU Psc b,GU Psc,0.1,11.3,3591.3,1.0530784434834197,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),,,0.325,Imaging
Gaia-4 b,Gaia-4,0.05,11.8,3750.3752026,1.0718820073061255,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),571.3,4034.0,0.644,Astrometry
Gaia-5 b,Gaia-5,-0.18,20.87,6633.07885409,1.319522449065454,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),358.62,3447.0,0.339,Astrometry
Gl 378 b,Gl 378,0.06,0.0409653,13.02,-1.387583860336686,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),3.822,3879.0,0.56,Radial Velocity
Gl 410 b,Gl 410,0.05,0.02642936,8.4,-1.5779133533962397,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.02,3842.0,0.55,Radial Velocity
Gl 49 b,Gl 49,0.13,0.01771387,5.63,-1.7516865468824394,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),13.8508,3805.0,0.515,Radial Velocity
Gl 686 b,Gl 686,-0.23,0.02084133,6.624,-1.681074569766455,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),15.53,3656.0,0.426,Radial Velocity
Gl 725 A b,Gl 725 A,-0.19,0.00874686,2.78,-2.058147824625198,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),11.2201,3433.0,0.33,Radial Velocity
Gl 725 B c,Gl 725 B,-0.28,0.0106976,3.4,-1.9707136450875256,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),37.9,3379.0,0.25,Radial Velocity
Gliese 12 b,Gliese 12,-0.24,0.00298903,0.95,-2.5244697260550404,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),12.761418,3328.0,0.255,Transit
HAT-P-1 b,HAT-P-1,0.13,0.525,166.86075,-0.2798406965940431,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),4.46529976,5980.0,1.151,Transit
HAT-P-12 b,HAT-P-12,-0.29,0.211,67.059,-0.6757175447023074,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),3.2130598,4650.0,0.733,Transit
HAT-P-14 b,HAT-P-14,0.11,3.44,1093.3352,0.5365584425715301,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),4.62767,6600.0,2.65,Transit
HAT-P-15 b,HAT-P-15,0.22,1.94,616.5902,0.287801729930226,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),10.8635,5568.0,1.0,Transit
HAT-P-17 b,HAT-P-17,0.0,0.58,184.3414,-0.23657200643706275,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),10.33852,5246.0,0.99,Transit
HAT-P-17 c,HAT-P-17,0.0512,3.4,1080.6,0.5314789170422551,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),5584.0,5336.96,0.92,Radial Velocity
HAT-P-19 b,HAT-P-19,0.166,0.277,88.03846874,-0.5575202309355514,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.00878322,4962.0,0.807,Transit
HAT-P-2 b,HAT-P-2,0.18,8.62,2739.6946,0.9355072658247128,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),5.6335158,6380.0,1.33,Transit
HAT-P-20 b,HAT-P-20,0.35,7.246,2302.899,0.8600983296985181,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2.875317,4595.0,0.756,Transit
HAT-P-21 b,HAT-P-21,0.01,4.87,1547.8321,0.6875289612146344,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),4.12448,5588.0,1.24,Transit
HAT-P-22 b,HAT-P-22,0.24,2.47,785.0401,0.39269695325966575,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3.21222,5302.0,1.13,Transit
HAT-P-23 b,HAT-P-23,0.15,2.09,664.237,0.32014628611105395,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1.212884,5905.0,1.13,Transit
HAT-P-24 b,HAT-P-24,-0.16,0.75,238.3725,-0.12493873660829995,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),3.35524,6373.0,1.37,Transit
HAT-P-25 b,HAT-P-25,0.294,0.569,180.84527,-0.24488773360492885,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3.65281514,5519.0,1.012,Transit
HAT-P-26 b,HAT-P-26,-0.04,0.07,22.2481,-1.154901959985743,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),4.23452,5079.0,1.12,Transit
HAT-P-27 b,HAT-P-27,0.3,0.62,197.05,-0.20760831050174613,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3.039577,5316.0,0.916,Transit
HAT-P-28 b,HAT-P-28,0.12,0.626,198.953,-0.20342566678957033,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.257215,5680.0,1.025,Transit
HAT-P-29 b,HAT-P-29,0.21,0.88,279.6904,-0.05551732784983137,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),5.72319,6087.0,1.45,Transit
HAT-P-3 b,HAT-P-3,0.27,0.65,206.5895,-0.18708664335714442,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2.8997,5185.0,1.06,Transit
HAT-P-30 b,HAT-P-30,0.13,0.83,263.7989,-0.08092190762392612,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.8106,6304.0,1.55,Transit
HAT-P-31 b,HAT-P-31,0.15,2.27,721.4741,0.35602585719312274,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),5.00542,6065.0,1.31,Transit
HAT-P-32 b,HAT-P-32,-0.16,0.68,216.1244,-0.16749108729376366,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),2.1500082,6001.0,1.132,Transit
HAT-P-33 b,HAT-P-33,0.05,0.92,292.4036,-0.036212172654444715,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.47447,6446.0,1.82,Transit
HAT-P-34 b,HAT-P-34,0.22,3.33,1058.3739,0.5224442335063199,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),5.452654,6442.0,1.392,Transit
HAT-P-35 b,HAT-P-35,0.11,1.056,335.62848,0.023663918197793475,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.646706,6096.0,1.236,Transit
HAT-P-37 b,HAT-P-37,0.03,1.169,371.528,0.06781451116184012,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.797436,5500.0,0.929,Transit
HAT-P-38 b,HAT-P-38,0.06,0.267,84.857,-0.5734887386354247,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),4.640382,5330.0,0.886,Transit
HAT-P-39 b,HAT-P-39,0.19,0.599,190.372,-0.22257317761068865,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3.54387,6430.0,1.404,Transit
HAT-P-40 b,HAT-P-40,0.22,0.48,152.5584,-0.3187587626244128,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.45724,6080.0,1.03,Transit
HAT-P-41 b,HAT-P-41,0.21,1.19,378.2177,0.07554696139253074,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2.69405,6390.0,2.56,Transit
HAT-P-42 b,HAT-P-42,0.27,1.044,331.801,0.01870049866624337,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.641878,5743.0,1.178,Transit
HAT-P-44 b,HAT-P-44,0.33,0.352,111.871,-0.453457336521869,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.301219,5295.0,0.942,Transit
HAT-P-44 c,HAT-P-44,0.33,4.0,1271.3,0.6020599913279624,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),872.2,5295.0,0.942,Radial Velocity
HAT-P-45 b,HAT-P-45,0.07,0.892,283.492,-0.04963514562387693,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.128992,6330.0,1.259,Transit
HAT-P-46 b,HAT-P-46,0.3,0.493,156.684,-0.30715308072277,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.463129,6120.0,1.284,Transit
HAT-P-49 b,HAT-P-49,0.07,2.2,699.226,0.3424226808222063,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.69155,6820.0,2.22,Transit
HAT-P-5 b,HAT-P-5,0.24,0.98,311.4734,-0.00877392430750515,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2.78849,5960.0,1.04,Transit
HAT-P-50 b,HAT-P-50,-0.18,1.35,429.0705,0.13033376849500614,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),3.1220109,6280.0,1.273,Transit
HAT-P-51 b,HAT-P-51,0.302,0.307,97.57332095,-0.5128616245228135,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.21802091,5453.0,0.961,Transit
HAT-P-52 b,HAT-P-52,0.28,0.818,259.98494,-0.08724669632867703,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2.7535953,5131.0,0.887,Transit
HAT-P-53 b,HAT-P-53,0.0,1.484,471.65972,0.17143390094300825,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1.9616241,5956.0,1.093,Transit
HAT-P-54 b,HAT-P-54,-0.127,0.76,241.5508,-0.11918640771920865,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.799847,4390.0,0.645,Transit
HAT-P-55 b,HAT-P-55,0.003,0.596,189.42573057,-0.22475374025976358,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.5852313,5804.0,1.028,Transit
HAT-P-56 b,HAT-P-56,0.0,2.31,734.1873,0.36361197989214433,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.79083,6566.0,1.42,Transit
HAT-P-57 b,HAT-P-57,-0.25,1.41,448.1403,0.14921911265537988,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),2.4653,6330.0,2.77,Transit
HAT-P-58 b,HAT-P-58,-0.224,0.372,118.2321674,-0.4294570601181025,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),4.0138379,6078.0,1.031,Transit
HAT-P-59 b,HAT-P-59,0.217,1.54,489.45574678,0.18752072083646307,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.1419771,5678.0,1.008,Transit
